id_devolucao;numero_nf_origem;data_devolucao;valor_devolvido;motivo_devolucao;responsavel;status_devolucao;observacao
DEV-01112;NF-106624;2025-07-26;2.37;Qualidade;comercial;Cancelada;lançada no mês seguinte
DEV-01113;NF-106243;04/04/26; 75.51 ;Avaria;comercial;Confirmada;aguardando NF de entrada
DEV-01114;NF-110512;01-04-25;64,45;Qualidade;Não definido;Cancelada;lançada no mês seguinte
DEV-01115;NF-103481;07/05/2025;113.71;qualidade ;Expedição;Cancelada;lançada no mês seguinte
DEV-01116;NF-101007;10/03/2026;94.17;qualidade ;Qualidade;Confirmada;devolução parcial
DEV-01117;NF-101055;15/09/2025; 210.80 ;Avaria;Logística;Confirmada;lançada no mês seguinte
DEV-01118;NF-103529;27/04/2026;296,00;Avaria;Comercial;Confirmada;aguardando NF de entrada
DEV-01119;NF-106104;03/07/26;R$ 52,65;Avaria;Não definido;confirmada ;aguardando NF de entrada
DEV-01120;NF-102246;06/01/26;30.21;Avaria;Não definido;confirmada ;verificar se abate comissão
DEV-01121;NF-106173;06/04/2026;44.72;Avaria;Qualidade;confirmada ;
DEV-01122;NF-111171;2025-05-25;372.29;Avaria;Expedição;Cancelada;aguardando NF de entrada
DEV-01123;NF-100383;05/08/2025;1.33;erro pedido;Cliente;Cancelada;devolução parcial
DEV-01124;NF-104379;29/01/2026;102,74;Cliente desistiu;Expedição;confirmada ;
DEV-01125;NF-107024;21/01/2026;208.06;Erro de pedido;Não definido;Cancelada;lançada no mês seguinte
DEV-01126;NF-103303;07/11/2025;224,37;Preço/negociação;Expedição;Confirmada;devolução parcial
DEV-01127;NF-103582;13/05/2026;292.99;Quebra/Avaria;Não definido;Cancelada;verificar se abate comissão
DEV-01128;NF-101094;19/02/2025;9.59;Cliente desistiu;Qualidade;Confirmada;devolução parcial
DEV-01129;NF-101201;sem data;144.24;erro pedido;Cliente;confirmada ;aguardando NF de entrada
DEV-01130;NF-109186;15/06/2026;4,77;Quebra/Avaria;Não definido;Confirmada;
DEV-01131; NF-105214 ;14/04/2026;58.22;Erro de pedido;Qualidade;confirmada ;
DEV-01132;NF-100389;05/05/2026;8.99;erro pedido;Cliente;Pendente;verificar se abate comissão
DEV-01133;NF-105601;15/03/2026; 3.30 ;Avaria;comercial;Cancelada;devolução parcial
DEV-01134;NF-102268;06/07/2025;3.33;Erro de pedido;Comercial;Pendente;
DEV-01135;NF-108927;29/11/2025;R$ 134,53;qualidade ;Comercial;confirmada ;lançada no mês seguinte
DEV-01136;NF-100686;06/05/2026;34.52;Produto divergente;Cliente;Cancelada;verificar se abate comissão
DEV-01137;NF-103376;24/04/2026;243.45;erro pedido;Não definido;Confirmada;verificar se abate comissão
DEV-01138;NF-100009;27/08/2025;7.61;Qualidade;Comercial;Confirmada;aguardando NF de entrada
DEV-01139;NF-104004;2026-05-19;0.91;Quebra/Avaria;Logística;Pendente;verificar se abate comissão
DEV-01140;NF-111966;10-05-26;46.40;erro pedido;Logística;Confirmada;verificar se abate comissão
DEV-01141;NF-105138;20/08/2025; 38.27 ;Quebra/Avaria;Cliente;confirmada ;aguardando NF de entrada
DEV-01142;NF-106617;07/06/2025;38.39;erro pedido;Expedição;Pendente;aguardando NF de entrada
DEV-01143;NF-106946;04/05/2026;10,26;Cliente desistiu;Comercial;Confirmada;verificar se abate comissão
DEV-01144;NF-106168;26/07/2025;6.38;Avaria;Qualidade;Confirmada;aguardando NF de entrada
DEV-01145;NF-108459;07-05-25;24.78;qualidade ;Logística;confirmada ;aguardando NF de entrada
DEV-01146;NF-105737;2025-12-05; 111.84 ;Qualidade;Expedição;Confirmada;verificar se abate comissão
DEV-01147;NF-111902;21/10/2025;59.22;qualidade ;comercial;Confirmada;lançada no mês seguinte
DEV-01148;NF-105965;08/06/2025;70.31;Cliente desistiu;Logística;Pendente;verificar se abate comissão
DEV-01149;NF-109819;15/01/2025;168,90;Avaria;comercial;Confirmada;lançada no mês seguinte
DEV-01150;NF-105429;03/03/2026;314.92;Qualidade;Qualidade;Confirmada;lançada no mês seguinte
DEV-01151;NF-106778;10/03/26;231.31;Qualidade;Cliente;Confirmada;lançada no mês seguinte
DEV-01152;NF-100302;15/10/2025;263.80;Preço/negociação;comercial;Confirmada;aguardando NF de entrada
DEV-01153;NF-104918;17/04/2026;100.16;Cliente desistiu;comercial;Confirmada;lançada no mês seguinte
DEV-01154;NF-104613;15/04/2025;139.02;Quebra/Avaria;Não definido;Cancelada;aguardando NF de entrada
DEV-01155;NF-109717;2026-04-25; 29.97 ;Erro de pedido;comercial;Confirmada;lançada no mês seguinte
DEV-01156;NF-110983; 22/01/2026 ;2698.26;Qualidade;Comercial;Confirmada;
DEV-01157;NF-105401;2025-12-28;6921.29;Quebra/Avaria;Expedição;Confirmada;verificar se abate comissão
DEV-01158;NF-103873;04/03/2026;6.93;qualidade ;Comercial;confirmada ;verificar se abate comissão
DEV-01159;NF-102852;03/06/2026;23.47;Produto divergente;Logística;Cancelada;devolução parcial
DEV-01160;NF-111058;19/07/2026;3.89;Quebra/Avaria;comercial;Confirmada;aguardando NF de entrada
DEV-01161;NF-103971;07-07-26;662.67;Erro de pedido;Logística;Cancelada;
DEV-01162;NF-111483;03/03/2026;196.65;Cliente desistiu;Logística;Confirmada;devolução parcial
DEV-01163;NF-103131;14/08/2025;19,41;Preço/negociação;Expedição;Confirmada;lançada no mês seguinte
DEV-01164;NF-101754;2025-12-23;43.81;Quebra/Avaria;Não definido;Cancelada;devolução parcial
DEV-01165;NF-103734;03/07/2025;182.11;Erro de pedido;Expedição;Confirmada;
DEV-01166;NF-102424; 26/11/2025 ;36.88;qualidade ;Qualidade;Cancelada;aguardando NF de entrada
DEV-01167;NF-103365;2025-02-12;83.89;Avaria;Cliente;Confirmada;lançada no mês seguinte
DEV-01168;NF-107393;14/10/2025;292,00;Preço/negociação;Qualidade;Confirmada;verificar se abate comissão
DEV-01169;NF-111998;17/03/2026;1.48;Quebra/Avaria;Comercial;Confirmada;aguardando NF de entrada
DEV-01170;NF-102019;17/09/25;91.28;erro pedido;Qualidade;Pendente;
DEV-01171;NF-107631; 27/10/2025 ;92.59;Quebra/Avaria;Não definido;Confirmada;devolução parcial
DEV-01172;NF-103704;12/02/2025;13.76;Avaria;Cliente;Confirmada;lançada no mês seguinte
DEV-01173;NF-103168;11-03-26;202.71;erro pedido;Logística;Confirmada;
DEV-01174;NF-102736;19/04/2026;165.25;Cliente desistiu;Comercial;Confirmada;lançada no mês seguinte
DEV-01175;NF-101408;09/12/25;135.86;Erro de pedido;Expedição;Confirmada;
DEV-01176;NF-102961;20/07/2025;39.25;erro pedido;Cliente;Pendente;devolução parcial
DEV-01177;NF-105247;02/10/2025;36,75;Qualidade;Não definido;confirmada ;verificar se abate comissão
DEV-01178;NF-103140;13/07/2026;236.21;Produto divergente;comercial;Cancelada;verificar se abate comissão
DEV-01179;NF-110898;2025-04-19;143.25;Quebra/Avaria;Não definido;Confirmada;verificar se abate comissão
DEV-01180;NF-111435;12-07-25;122,27;erro pedido;Logística;Confirmada;lançada no mês seguinte
DEV-01181;NF-101204;26/04/2026;1,58;Cliente desistiu;Cliente;confirmada ;
DEV-01182; NF-111730 ; 17/12/2025 ;41.96;Qualidade;Qualidade;Confirmada;aguardando NF de entrada
DEV-01183;NF-101183;2025-08-07; 3173.94 ;Avaria;Expedição;Cancelada;lançada no mês seguinte
DEV-01184;NF-111410;08/06/2025;202.88;Produto divergente;Comercial;Pendente;lançada no mês seguinte
DEV-01185;NF-101536;15/12/2025;85.38;Avaria;Qualidade;Confirmada;lançada no mês seguinte
DEV-01186;NF-110775;01/07/2025;130.37;Qualidade;Comercial;Confirmada;devolução parcial
DEV-01187;NF-100804;2026-08-05;287.43;Qualidade;Comercial;Confirmada;aguardando NF de entrada
DEV-01188;NF-107276;05/07/2025;R$ 583,71;Cliente desistiu;Qualidade;Pendente;devolução parcial
DEV-01189;NF-105775;18/04/2025;205.46;erro pedido;Cliente;Pendente;
DEV-01190;NF-108703;28-09-25;44,34;Erro de pedido;Não definido;Pendente;
DEV-01191;NF-100439;sem data;30.99;Avaria;Logística;Confirmada;verificar se abate comissão
DEV-01192;NF-110553;08/04/2026;3.03;Avaria;Não definido;confirmada ;devolução parcial
DEV-01193;NF-101446;;916.26;qualidade ;Comercial;Pendente;verificar se abate comissão
DEV-01194;NF-107076;02/07/2025;77.84;Avaria;Expedição;Cancelada;aguardando NF de entrada
DEV-01195;NF-107999;06/10/25;R$ 75,34;Quebra/Avaria;Qualidade;Pendente;
DEV-01196;NF-100476;08/07/2025;50.73;Preço/negociação;comercial;Confirmada;lançada no mês seguinte
DEV-01197;NF-101892;01/06/25;323.16;Qualidade;Expedição;Confirmada;lançada no mês seguinte
DEV-01198;NF-104721;2025-09-18;110.04;Produto divergente;Não definido;Confirmada;verificar se abate comissão
DEV-01199;NF-100555;10/08/2025;73,25;Cliente desistiu;Expedição;Cancelada;
DEV-01200;NF-107171;03/03/2025;547.36;Avaria;comercial;Confirmada;lançada no mês seguinte
DEV-01201;NF-103041;23/03/2025;58.45;Avaria;Expedição;Confirmada;verificar se abate comissão
DEV-01202;NF-102251;05/11/2025;282.04;Cliente desistiu;Qualidade;Confirmada;devolução parcial
DEV-01203;NF-111148;2025-12-06;79.32;Preço/negociação;Logística;Pendente;devolução parcial
DEV-01204;NF-102042;03/06/2025;3.43;erro pedido;comercial;confirmada ;
DEV-01205;NF-108559;20/01/2026;3134.45;Quebra/Avaria;Qualidade;Confirmada;aguardando NF de entrada
DEV-01206;NF-104404;2026-08-02;66.14;qualidade ;Logística;Pendente;verificar se abate comissão
DEV-01207;NF-105361;2026-01-21;58.57;erro pedido;Expedição;Cancelada;aguardando NF de entrada
DEV-01208;NF-108925;20-05-26;10.56;Avaria;Não definido;Confirmada;devolução parcial
DEV-01209;NF-106195;23/06/2026;33.12;Preço/negociação;Logística;Confirmada;aguardando NF de entrada
DEV-01210;NF-100349;23/03/26; 48.13 ;Avaria;comercial;Pendente;
DEV-01211;NF-104234;2025-06-11;191,69;erro pedido;Não definido;Confirmada;verificar se abate comissão
DEV-01212;NF-110584;21/01/2025;68,65;Preço/negociação;Comercial;Pendente;lançada no mês seguinte
DEV-01213;NF-103051; 19/10/2025 ;2.44;Avaria;Cliente;Confirmada;lançada no mês seguinte
DEV-01214;NF-107133;2025-10-19;R$ 34,92;Erro de pedido;Não definido;Pendente;
DEV-01215;NF-110838;10/03/2026;888.39;erro pedido;Qualidade;confirmada ;
DEV-01216;NF-108368; 23/01/2026 ;45,91;Avaria;Expedição;Confirmada;aguardando NF de entrada
DEV-01217;NF-109331;2025-10-30;38.60;Cliente desistiu;Cliente;Confirmada;aguardando NF de entrada
DEV-01218;NF-108314;06-09-25;511,02;Cliente desistiu;Qualidade;Cancelada;
DEV-01219; NF-109033 ;25/04/2026;238,89;Qualidade;Expedição;Confirmada;devolução parcial
DEV-01220;NF-104202;16-07-26;3.32;erro pedido;Não definido;Cancelada;
DEV-01221;NF-103605;20/05/2025;30.81;Erro de pedido;Não definido;Pendente;aguardando NF de entrada
DEV-01222;NF-101255;14-05-25; 177.14 ;Qualidade;Logística;Confirmada;lançada no mês seguinte
DEV-01223;NF-111617;07/04/2025;78.63;Erro de pedido;Não definido;Confirmada;aguardando NF de entrada
DEV-01224; NF-103833 ;29/03/2026;40.41;Erro de pedido;Qualidade;Pendente;devolução parcial
DEV-01225;NF-101789;2025-03-09;150.50;Preço/negociação;Cliente;Confirmada;aguardando NF de entrada
DEV-01226;NF-104627;16/01/2026; 205.09 ;qualidade ;Logística;Confirmada;aguardando NF de entrada
DEV-01227;NF-100503;21/10/2025;53.77;Produto divergente;Qualidade;confirmada ;lançada no mês seguinte
DEV-01228;NF-110623;06/02/2026;8.09;Cliente desistiu;comercial;Confirmada;aguardando NF de entrada
DEV-01229;NF-102389;14/08/2025;55.21;qualidade ;Não definido;Confirmada;devolução parcial
DEV-01230;nf-110802;06-03-25;R$ 353,93;Preço/negociação;comercial;Confirmada;lançada no mês seguinte
DEV-01231;NF-108499;24/03/25;1668.23;Qualidade;Qualidade;Pendente;aguardando NF de entrada
DEV-01232;NF-109754;2025-03-07;23.59;qualidade ;Logística;confirmada ;verificar se abate comissão
DEV-01233;NF-109770;2025-04-11;49.40;Qualidade;Expedição;confirmada ;lançada no mês seguinte
DEV-01234;NF-109581;31/05/2026;R$ 241,10;Cliente desistiu;Logística;Confirmada;verificar se abate comissão
DEV-01235;NF-100529;2025-12-06;R$ 610,80;Avaria;Logística;Cancelada;devolução parcial
DEV-01236; NF-109046 ;14/06/2025; 2.08 ;erro pedido;Não definido;Pendente;
DEV-01237;NF-106443;25/07/2026;R$ 103,25;Preço/negociação;comercial;Confirmada;
DEV-01238;NF-100434;01/04/2025;43,54;Produto divergente;Não definido;Confirmada;
DEV-01239;NF-111414;2025-10-25;147,38;Qualidade;comercial;confirmada ;lançada no mês seguinte
DEV-01240;NF-109426;02/11/2025;136.96;Produto divergente;comercial;Confirmada;verificar se abate comissão
DEV-01241;NF-108902; 21/10/2025 ;23.36;Quebra/Avaria;Logística;Cancelada;aguardando NF de entrada
DEV-01242;NF-107122;19/07/2026;103.68;erro pedido;Comercial;Pendente;verificar se abate comissão
DEV-01243;NF-111471;09-07-26;526.94;Cliente desistiu;Logística;Confirmada;
DEV-01244;NF-103209;09/12/2025;4.06;qualidade ;Não definido;Confirmada;
DEV-01245;nf-110492;05/03/2026;92.27;Produto divergente;Logística;Pendente;
DEV-01246;NF-106529;04/07/2025;62,66;Cliente desistiu;Expedição;Pendente;devolução parcial
DEV-01247;NF-102595;10/05/2026;326.24;Qualidade;comercial;Cancelada;verificar se abate comissão
DEV-01248;NF-105345;09/02/2025;685.23;Qualidade;Cliente;Cancelada;lançada no mês seguinte
DEV-01249;NF-111330;04/06/2026;88.85;Qualidade;Comercial;Confirmada;verificar se abate comissão
DEV-01250;NF-109542;06-03-26;R$ 295,45;Qualidade;Logística;Cancelada;devolução parcial
DEV-01251;NF-104126;03-05-26;53.60;qualidade ;Expedição;Confirmada;aguardando NF de entrada
DEV-01252;NF-105172;06/07/2025;275.31;Erro de pedido;Comercial;Pendente;verificar se abate comissão
DEV-01253;NF-103424;24/03/2026;63,58;Erro de pedido;Logística;Cancelada;devolução parcial
DEV-01254;NF-107813;09/05/2026;81.31;Produto divergente;Cliente;Confirmada;devolução parcial
DEV-01255;NF-106645;19/07/2025;19.41;Quebra/Avaria;Comercial;Confirmada;lançada no mês seguinte
DEV-01256;NF-105933;09/03/2026;72.08;Produto divergente;Logística;confirmada ;aguardando NF de entrada
DEV-01257;NF-107114;28/08/2026;26.02;Cliente desistiu;Comercial;Confirmada;lançada no mês seguinte
DEV-01258;NF-110454;08/07/2025;312.00;Preço/negociação;Logística;Pendente;aguardando NF de entrada
DEV-01259;nf-108274;02/07/2026;17.83;Erro de pedido;Cliente;Confirmada;
DEV-01260;NF-111637;19/02/2026; 88.80 ;Produto divergente;Qualidade;Confirmada;lançada no mês seguinte
DEV-01261;NF-106858;2025-06-09;0.43;Avaria;Logística;Confirmada;lançada no mês seguinte
DEV-01262;NF-103341;01/03/2025;51.18;Erro de pedido;Logística;confirmada ;
DEV-01263;nf-103583;18/02/2026;R$ 305,85;Quebra/Avaria;Comercial;Pendente;verificar se abate comissão
DEV-01264;NF-111446;2026-05-02;20.25;Quebra/Avaria;Cliente;Confirmada;lançada no mês seguinte
DEV-01265;NF-104683; 26/08/2025 ;-12.97;Quebra/Avaria;Expedição;Confirmada;verificar se abate comissão
DEV-01266;;00/01/2026;347.73;qualidade ;Não definido;confirmada ;
DEV-01267;NF-110320;21/04/2025;852.32;Preço/negociação;Cliente;Pendente;devolução parcial
DEV-01268;NF-104707;13/09/2025;128.45;Avaria;Não definido;Confirmada;aguardando NF de entrada
DEV-01269;NF-110069;10/07/26;93.54;Avaria;Não definido;Confirmada;aguardando NF de entrada
DEV-01270;NF-100614;04/06/2025;62.12;Avaria;Não definido;confirmada ;
DEV-01271;NF-104792;09/08/2026;16.65;qualidade ;Cliente;Cancelada;lançada no mês seguinte
DEV-01272;NF-106908;;19.23;Erro de pedido;comercial;Confirmada;devolução parcial
DEV-01273;NF-103604;2026-02-08;27.90;erro pedido;Logística;Confirmada;aguardando NF de entrada
DEV-01274;NF-107455;11-04-26;136.09;Produto divergente;Comercial;confirmada ;aguardando NF de entrada
DEV-01275;NF-106746;10/04/2025; 90.37 ;Preço/negociação;Cliente;Pendente;verificar se abate comissão
DEV-01276;NF-110251;30/10/2025;41,07;Produto divergente;comercial;Confirmada;verificar se abate comissão
DEV-01277;NF-111084;17/07/2026;41.33;erro pedido;Cliente;Cancelada;verificar se abate comissão
DEV-01278;NF-108758;05-07-25;87.65;Cliente desistiu;Expedição;Cancelada;devolução parcial
DEV-01279;NF-107389;08/04/2025;1.22;Produto divergente;comercial;Pendente;
DEV-01280;NF-110368;10-12-25;12,64;Cliente desistiu;comercial;Confirmada;aguardando NF de entrada
DEV-01281;NF-100809;09/06/2026;151.06;Quebra/Avaria;Logística;Confirmada;aguardando NF de entrada
DEV-01282;NF-109734;25/04/2025;75.98;Preço/negociação;Cliente;Confirmada;verificar se abate comissão
DEV-01283;NF-100569;05-02-25;77.60;Erro de pedido;Comercial;Confirmada;lançada no mês seguinte
DEV-01284;NF-108622;19/08/2025;284.51;Produto divergente;Cliente;Confirmada;aguardando NF de entrada
DEV-01285;NF-101022;2025-06-25;R$ 158,69;Preço/negociação;Cliente;Pendente;
DEV-01286;NF-109719;2025-06-08;31.78;Preço/negociação;Cliente;confirmada ;verificar se abate comissão
DEV-01287;NF-109286;10/10/2025;61.41;Preço/negociação;Expedição;Cancelada;aguardando NF de entrada
DEV-01288;NF-105083;29/06/2025;63.43;Quebra/Avaria;Não definido;Confirmada;
DEV-01289;nf-110200;20/09/25;2022.50;qualidade ;Comercial;confirmada ;verificar se abate comissão
DEV-01290;NF-105165;22/01/2026;164.28;Quebra/Avaria;Cliente;Confirmada;aguardando NF de entrada
DEV-01291;NF-101752;29-03-26;769.43;erro pedido;comercial;Confirmada;verificar se abate comissão
DEV-01292;NF-106985; 26/02/2026 ;12.92;qualidade ;Expedição;Cancelada;
DEV-01293;NF-111518;12/01/2026;R$ 58,23;Produto divergente;comercial;Confirmada;verificar se abate comissão
DEV-01294;NF-106741;11/12/2025;377.89;erro pedido;Qualidade;confirmada ;aguardando NF de entrada
DEV-01295;NF-108358;05/11/25;257.43;Produto divergente;Cliente;Confirmada;verificar se abate comissão
DEV-01296;NF-111243;17/11/2025;2731.79;Qualidade;Não definido;Cancelada;aguardando NF de entrada
DEV-01297;NF-111903;16/12/2025;26.45;Cliente desistiu;Expedição;confirmada ;devolução parcial
DEV-01298;NF-108122;03-06-26;5.17;Produto divergente;Comercial;Confirmada;
DEV-01299; NF-102636 ;17-12-25;244.32;Preço/negociação;Qualidade;Confirmada;aguardando NF de entrada
DEV-01300;NF-111740;29-12-25;663,14;Produto divergente;Não definido;Cancelada;verificar se abate comissão
DEV-01301;NF-102152;17/05/2025;15.15;Erro de pedido;Cliente;Confirmada;devolução parcial
DEV-01302;NF-111949;;51.68;Qualidade;Comercial;confirmada ;devolução parcial
DEV-01303;NF-111108;;218.39;Produto divergente;Cliente;Confirmada;verificar se abate comissão
DEV-01304;NF-104720;22/10/2025;22.17;Produto divergente;Não definido;Cancelada;verificar se abate comissão
DEV-01305;NF-111805;24-05-26;156.33;Erro de pedido;Cliente;Pendente;verificar se abate comissão
DEV-01306;NF-105500;14/05/2025;60.70;Cliente desistiu;Expedição;Confirmada;
DEV-01307;NF-103754;19-08-25;714.92;qualidade ;Expedição;Pendente;aguardando NF de entrada
DEV-01308;NF-105485;12/05/2025;144.23;Avaria;Expedição;Confirmada;aguardando NF de entrada
DEV-01309;NF-109522;2025-09-26;143,86;Quebra/Avaria;Qualidade;confirmada ;
DEV-01310;NF-107350;2025-03-31;419,52;erro pedido;comercial;Confirmada;verificar se abate comissão
DEV-01311;NF-108577;2026-08-21;41.47;erro pedido;Não definido;confirmada ;
DEV-01312;NF-111540; 19/10/2025 ;R$ 630,21;Preço/negociação;Qualidade;Pendente;
DEV-01313;NF-109985;; 196.92 ;qualidade ;Expedição;Confirmada;devolução parcial
DEV-01314;NF-108737;14-06-26;83.48;Preço/negociação;Qualidade;confirmada ;devolução parcial
DEV-01315;NF-105490;27/11/2025;127.05;Quebra/Avaria;comercial;Confirmada;aguardando NF de entrada
DEV-01316;NF-109562;28/01/2026;700.06;Avaria;Não definido;Confirmada;lançada no mês seguinte
DEV-01317;NF-104386;15/04/2025;545.53;Erro de pedido;Qualidade;Confirmada;devolução parcial
DEV-01318;NF-106540;29/03/2025; 7.88 ;erro pedido;Não definido;Confirmada;verificar se abate comissão
DEV-01319;NF-100903;14/05/2026;6.66;Qualidade;Logística;Pendente;devolução parcial
DEV-01320;NF-102402;19-02-25;28.01;Avaria;comercial;Pendente;verificar se abate comissão
DEV-01321;NF-101645;2026-04-28;84,94;Preço/negociação;Não definido;confirmada ;aguardando NF de entrada
DEV-01322;NF-105109;23/10/2025;20.98;Cliente desistiu;Expedição;Confirmada;verificar se abate comissão
DEV-01323;NF-106897;28/03/2025;R$ 527,63;Quebra/Avaria;Qualidade;Confirmada;devolução parcial
DEV-01324;NF-103159;14-12-25;268.96;erro pedido;Logística;Cancelada;aguardando NF de entrada
DEV-01325;NF-106933;10/10/2025;195.35;Produto divergente;comercial;Pendente;verificar se abate comissão
DEV-01326;NF-108835;;R$ 49,60;Cliente desistiu;Logística;confirmada ;lançada no mês seguinte
DEV-01327;NF-111728;2025-10-28;314,78;Avaria;Comercial;Cancelada;verificar se abate comissão
DEV-01328;NF-105008;23/12/2025;936,74;Cliente desistiu;Comercial;Pendente;
DEV-01329;NF-104737;;53,09;Preço/negociação;Cliente;confirmada ;aguardando NF de entrada
DEV-01330;NF-107268;03/03/2026;80.22;erro pedido;Qualidade;Confirmada;aguardando NF de entrada
DEV-01331;NF-111113;27/12/2025;350.56;erro pedido;Não definido;confirmada ;devolução parcial
DEV-01332;NF-103566;13/08/2025; 23.91 ;Cliente desistiu;Logística;Confirmada;
DEV-01333;NF-110276;25/07/2025;104.02;Cliente desistiu;Comercial;confirmada ;aguardando NF de entrada
DEV-01334;NF-105778;2025-08-17;150.82;Avaria;Comercial;confirmada ;devolução parcial
DEV-01335;NF-100983;15/03/2026;122.58;Cliente desistiu;Cliente;Confirmada;verificar se abate comissão
DEV-01336;NF-106153;28/03/2025;R$ 322,74;Cliente desistiu;Comercial;Pendente;lançada no mês seguinte
DEV-01337;NF-107518;20/08/2025;0.74;Produto divergente;Expedição;Confirmada;
DEV-01338;NF-105859;2025-03-19;130.16;Produto divergente;Não definido;Confirmada;verificar se abate comissão
DEV-01339;NF-109477;27/08/25;6.50;Produto divergente;Comercial;Confirmada;lançada no mês seguinte
DEV-01340;NF-107661;2026-03-16;43,72;erro pedido;Cliente;Confirmada;devolução parcial
DEV-01341;NF-100717;01/11/2025;31.97;Produto divergente;Comercial;Confirmada;verificar se abate comissão
DEV-01342;NF-108968;24/02/2026;288.13;qualidade ;Comercial;Confirmada;lançada no mês seguinte
DEV-01343;NF-102482;;84.14;Erro de pedido;comercial;Pendente;aguardando NF de entrada
DEV-01344;NF-111267;22-04-26; 21.22 ;Preço/negociação;comercial;Confirmada;devolução parcial
DEV-01345;NF-103253;17/08/2026;50.25;Cliente desistiu;Cliente;Confirmada;verificar se abate comissão
DEV-01346;NF-111600;18/08/2025;R$ 37,00;Produto divergente;Cliente;confirmada ;devolução parcial
DEV-01347;NF-107809;11/06/2026;4.89;Qualidade;Não definido;Cancelada;aguardando NF de entrada
DEV-01348;NF-105112;2026-01-27;3.81;Qualidade;Logística;confirmada ;
DEV-01349;NF-111933;;31.29;Avaria;Qualidade;Confirmada;
DEV-01350;NF-103120;09/04/2025;137.40;Qualidade;comercial;Cancelada;
DEV-01351;NF-102087;13/08/2025;259,40;Avaria;Qualidade;Confirmada;verificar se abate comissão
DEV-01352;NF-101353;20-06-25;178.02;erro pedido;Qualidade;Pendente;devolução parcial
DEV-01353;NF-107975;05/05/2026; 1252.96 ;Preço/negociação;Cliente;Confirmada;
DEV-01354;NF-111560;07/03/2026;265.15;Quebra/Avaria;Expedição;Pendente;
DEV-01355;NF-100633;2026-03-01;129.71;Erro de pedido;Qualidade;Confirmada;verificar se abate comissão
DEV-01356;NF-104187;15/07/2025;34.31;Produto divergente;Comercial;Cancelada;verificar se abate comissão
DEV-01357;NF-102832;18/05/2026;189.86;erro pedido;Não definido;Confirmada;
DEV-01358;NF-108987;23/09/2025;202,23;Preço/negociação;comercial;confirmada ;aguardando NF de entrada
DEV-01359;NF-111856;14-10-25;231.51;Preço/negociação;comercial;Confirmada;
DEV-01360;NF-100603;2025-04-22;1010.23;erro pedido;Comercial;Confirmada;aguardando NF de entrada
DEV-01361;NF-109554;16/05/2025;47.12;qualidade ;Qualidade;Confirmada;lançada no mês seguinte
DEV-01362;NF-111799;30/06/2025;181.07;Preço/negociação;Logística;Pendente;verificar se abate comissão
DEV-01363;NF-109191;09/04/2026;33,63;erro pedido;comercial;Pendente;
DEV-01364;NF-104046;17/06/2026;494.73;Cliente desistiu;Expedição;Confirmada;devolução parcial
DEV-01365;NF-106024;16/07/2025;430.06;qualidade ;Não definido;Confirmada;verificar se abate comissão
DEV-01366;NF-103996;19/04/2025;R$ 559,38;Cliente desistiu;Logística;confirmada ;verificar se abate comissão
DEV-01367;NF-102668;31/02/2025;210.32;Avaria;Comercial;confirmada ;verificar se abate comissão
DEV-01368;NF-100348;07/01/2026;32.24;qualidade ;Qualidade;Confirmada;verificar se abate comissão
DEV-01369;NF-111011;31/03/26;23,37;qualidade ;Expedição;confirmada ;lançada no mês seguinte
DEV-01370;NF-102656;02/06/2026;82.10;Erro de pedido;Não definido;Confirmada;verificar se abate comissão
DEV-01371;NF-102612;2025-02-02;23.75;erro pedido;comercial;confirmada ;verificar se abate comissão
DEV-01372;NF-111620;2026-05-10; 60.47 ;Avaria;Cliente;Pendente;
DEV-01373;NF-108821;23/03/2026;37,91;erro pedido;Cliente;Pendente;verificar se abate comissão
DEV-01374;NF-107805;14/06/2025;1209.72;Cliente desistiu;Comercial;Confirmada;aguardando NF de entrada
DEV-01375;NF-110306;15/08/2026;344.74;Erro de pedido;Comercial;Confirmada;verificar se abate comissão
DEV-01376;NF-111524;25/06/2025;36.89;erro pedido;comercial;Confirmada;
DEV-01377;NF-103420;25-02-26;549.51;Qualidade;Qualidade;confirmada ;lançada no mês seguinte
DEV-01378;NF-108364;2025-02-22;424.29;Quebra/Avaria;comercial;Cancelada;aguardando NF de entrada
DEV-01379;NF-104189;2025-01-31;51.39;Qualidade;Cliente;Confirmada;
DEV-01380;NF-103822;20-06-25;48.81;Preço/negociação;Não definido;Pendente;devolução parcial
DEV-01381;NF-111123;17/01/2026;47.78;Erro de pedido;Cliente;Cancelada;aguardando NF de entrada
DEV-01382;NF-100704;;190,97;Preço/negociação;Qualidade;Confirmada;devolução parcial
DEV-01383;NF-110701;2026-05-11;47.76;Produto divergente;Expedição;Cancelada;lançada no mês seguinte
DEV-01384;NF-104579;2025-03-16;139.36;Cliente desistiu;comercial;confirmada ;
DEV-01385;NF-109573;11/04/2025;12,60;Qualidade;Expedição;Confirmada;aguardando NF de entrada
DEV-01386;NF-100750;2025-04-03;60.20;qualidade ;Não definido;Confirmada;lançada no mês seguinte
DEV-01387;NF-108362;01/06/2026;183,53;erro pedido;Não definido;Cancelada;
DEV-01388;NF-110507;10/11/2025;R$ 73,50;Preço/negociação;Não definido;Confirmada;lançada no mês seguinte
DEV-01389;NF-111161;21/06/2026;-1047.37;erro pedido;Qualidade;Confirmada;lançada no mês seguinte
