id_pedido;id_item;data_pedido;data_faturamento;codigo_cliente;cliente;grupo_cliente;vendedor_id;vendedor;codigo_produto;produto;familia_produto;quantidade;valor_unitario;valor_bruto;desconto_percentual;desconto_valor;valor_liquido_nf;status_pedido;numero_nf;estabelecimento;canal_venda;tipo_operacao;fonte_sistema;observacao
PED-2026-00091;ITEM-00091; 15/06/2026 ;2025-13-10;C0010;Jardim Vidr.;Construtora;V008;Henrique Martins;P0028;Perfil H 2m;Perfis de Alumínio;1;211,60;211.60;12.35;26,13;R$ 185,47;pedido em aberto;NF-100091;03 - DGlass;E-commerce;Venda futura;Planilha manual;verificar comissão
PED-2025-00092;ITEM-00092;19-11-25;28/11/2025;C0009;Ideal Box;Representante;V002;Bruno Lima;P0143;Perfil Box 3m;Perfis de Alumínio;2;132.53;265,06;;31,12;233.94;devolvido total;NF-100092;D-Glass;Key Account;Venda;ConstruShow;devolução em análise
PED-2026-00093;ITEM-00093;10/05/2026;2026-05-13;C0033;Gama Projetos Ltda;Consumidor Final;V003;Carla Mendes;P0095;Perfil U 6m;Perfis de Alumínio; 8 ;R$ 134,17;1073.34;6.97;74.86;998.48;Faturado;NF-100093;02 - Link Glass;WhatsApp;Venda;Importação CSV;pedido refeito
PED-2026-00094;ITEM-00094;28/04/2026;02/05/2026;C0030;DGLASS PARCEIROS;Franquia;V005;ELAINE COSTA;P0142;Instalação 3;Serviços;3;833.33;2499.98;7.00%;174,97;2325.01;FATURADO;NF-100094;02 - Link Glass;E-commerce;Venda;Importação CSV;
PED-2026-00095;ITEM-00095;27/02/2026;2026-02-27;C0005;Espaço Glass Ltda;Revenda;V005;ELAINE COSTA;P0111;Vidro Laminado Acústico 10mm;Vidro Laminado;1;334,26;334.26;15.59%;52.10;282.16;Faturado ;NF-100095;01 - New Glass;WhatsApp;Venda futura;Construshow;pedido refeito
PED-2026-00096;ITEM-00096;25/05/2026; 29/05/2026 ;C0020; Top Vidros ;Consumidor Final;V006;F. Alves;P0008;Vidro Temperado Incolor 12mm;Vidro Temperado; 1 ;247,78;247.78;8.86%;21,95;225.83;Faturado ;NF-100096;D-Glass;WhatsApp;Venda futura;Construshow;frete negociado
PED-2025-00097;ITEM-00097;10/09/2025;2025-09-12;C0017;Quality Box Ltda;Construtora;V005;E. Costa;P0158;Frete Especial 1;Serviços;2;644.83; 1289.65 ;98.03;1264.18;25.47;Bonificacao;NF-100097;01 - New Glass;E-commerce;Bonificação;Construshow;devolução em análise
PED-2025-00098;ITEM-00098;05/01/2025;14/01/2025;C0007;GRAN LUX;Franquia;V005;Elaine C.;P0042;Perfil Porta 2m;Perfis de Alumínio;5;148,58;742.88;13.06;97.04; 645.84 ;FATURADO;NF-100098;1-NewGlass;Loja;Venda;ConstruShow;
PED-2025-00099;ITEM-00099;2025-02-03;2025-02-03;C0037;Link Construções;Arquitetura;V006;FELIPE ALVES;P0003;Trilho Modelo 333;Ferragens;1;167.61;167.61;10.74%;18.01;149.60;DEV PARCIAL;NF-100099;03 - DGlass;Key Account;Venda futura;Planilha manual;frete negociado
PED-2026-00100;ITEM-00100;03/05/2026;05/05/2026;C0030;DGLASS PARCEIROS;Franquia;V008;Henrique M.;P0023;Vidro Laminado Incolor 8mm;Vidro Laminado;3;543.13;1629.38;4.65%;75.82;1553.56;Devolvido Parcial;NF-100100;03-DGlass;WhatsApp;Venda futura;ConstruShow;verificar comissão
PED-2026-00101;ITEM-00101;2026-03-11;19/03/2026;C0033; Gama Projetos ;Consumidor Final;;Gabriela Nunes;P0055;Vidro Laminado Incolor 10mm;Vidro Laminado;1; 472.93 ;472.93;11.89;56.25; 416.68 ;Devolvido Total;NF-100101;1-NewGlass;Venda Interna;Venda;Construshow;cliente pediu urgência
PED-2025-00102;ITEM-00102;17/01/2025;2025-01-24;C0001;ALFA VIDROS;Revenda;V003;Carla Mendes;P0062;Espelho Prata 5mm;Espelhos; 2 ;149.70;299.39;95.44;285.73;13,66;Bonificacao;NF-100102;D-Glass;Venda Interna;Bonificação;ConstruShow;verificar comissão
PED-2025-00103;ITEM-00103;16/10/2025;23/10/25;C0014;Nova Casa;Consumidor Final;V005;ELAINE COSTA;P0132;Lapidação 1;Serviços;4,0;614.17;2456.69;14.41;354,04;2102.65;faturado;NF-100103;01 - New Glass;Representante;Venda;ConstruShow;frete negociado
PED-2025-00104;ITEM-00104;20/05/2025;27/05/2025;C0016;Prime Glass;Consumidor Final;V005;Elaine Costa;P0025;Vidro Temperado Incolor 6mm;Vidro Temperado;2;389,15;778.30;8.87;69.02;709,28;DEV PARCIAL;NF-100104;02 - Link Glass;Key Account;Venda futura;Construshow;frete negociado
PED-2026-00105;ITEM-00105;2026-01-26;31/01/2026;C0002;Beta Construções Ltda;Consumidor Final;V006;Felipe A.;P0121;Suporte Modelo 623;Ferragens;4;111.45;445.80;10.70;R$ 47,68;R$ 398,12;FATURADO;NF-100105;1-NewGlass;Venda Interna;Venda;Planilha manual;devolução em análise
PED-2025-00106;ITEM-00106;17-08-25;2025-08-18;C0040;Orion Decor;Franquia;V006;F. Alves;P0063;Vidro Temperado Incolor 10mm;Vidro Temperado;1;R$ 207,69;207,69;4.70;9.77;R$ 197,92;faturado;NF-100106;02 - Link Glass;WhatsApp;Venda futura;ConstruShow;devolução em análise
PED-2025-00107;ITEM-00107;2025-04-08;20/04/25;C0026; Zeta Interiores ;Arquitetura;V004;DIEGO ROCHA;P0019;Roldana Modelo 304;Ferragens;3;165.51;496.53;9.12;45,30;451.23;faturado;NF-100107;1-NewGlass;Key Account;Venda;Planilha manual;pedido refeito
PED-2026-00108;ITEM-00108; 03/02/2026 ;14/02/2026;C0018;ROSSI ENGENHARIA;Consumidor Final;V002;Bruno L.;P0022;Roldana Modelo 722;Ferragens;3;24.53; 73.60 ;2,50;1.84;0.00;Cancelado;NF-100108;02 - Link Glass;Loja;Venda;Planilha manual;frete negociado
PED-2025-00109;ITEM-00109;08/08/2025;08/08/2025;C0018;Rossi Engenharia;Consumidor Final;V007;G. Nunes;P0041;Espelho Lapidado 4mm;Espelhos;2;366.91;733.83;91.79;673.61;60.22;Bonificação ;NF-100109;D-Glass;Loja;Bonificação;Importação CSV;verificar comissão
PED-2025-00110;ITEM-00110;22-04-25;23/04/2025;C0018;Rossi Engenharia;Consumidor Final;V003;C. Mendes;P0136;Espelho Bronze 3mm;Espelhos;1,0;315,65;315.65;94.72%;298,98;16.67;Bonificação ;NF-100110;02 - Link Glass;Loja;Bonificação;Construshow;
PED-2025-00111;ITEM-00111;12/07/2025; 20/07/2025 ;C0040;ORION DECOR;Franquia;V006;Felipe Alves;P0107;Lapidação 8;Serviços;3;446.51;1339.54;10.45;R$ 140,00;R$ 1.199,54;FATURADO;NF-100111;D-Glass;WhatsApp;Venda;Importação CSV;pedido refeito
PED-2025-00112;ITEM-00112;2025-11-03;07/11/2025;C0024;Xavier Arquitetura;construtora;V001;Ana S.;P0152;Kit Instalação 14;Acessórios;3; 46.22 ;138.66;13.99;R$ 19,40;R$ 119,26;Faturado ;NF-100112;02 - Link Glass;Loja;Venda;ERP;pedido refeito
PED-2026-00113;ITEM-00113;10/03/2026;16/03/2026;C0002;Beta Constr.;Consumidor Final;V008;Henrique Martins;P0128;Vidro Temperado Fumê 6mm;Vidro Temperado;1;593,81;593,81;8,95;R$ 53,16;540.65;Faturado ;NF-100113;02 - Link Glass;Loja;Venda;Importação CSV;verificar comissão
PED-2026-00114;ITEM-00114;07/02/2026;12/02/26;C0021;União Obras Ltda;Construtora;V005;Elaine Costa;P0017;Suporte Modelo 873;Ferragens;3;258.49;775.47;;90.91;684.56;Faturado ;NF-100114;D-Glass;Representante;Reposição;Construshow;devolução em análise
PED-2026-00115;ITEM-00115;23/01/2026;26-01-26;C0038;MASTER GLASS;Revenda;V003;Carla Mendes;P0001;Silicone 13;Acessórios;1,0;8.77;8.77;4.99;0.44;0,00;Cancelado;NF-100115;03 - DGlass;Key Account;Venda;ConstruShow;devolução em análise
PED-2025-00116;ITEM-00116;05/11/25;16/11/2025;C0015;OMEGA REFORMAS;Construtora;V005;ELAINE COSTA;P0109;Espelho Prata 3mm;Espelhos;6,0;257,24; 1543.45 ;15,22;234.88;1308.57;Devolvido Total;NF-100116;03-DGlass;Loja;Venda;Planilha manual;
PED-2025-00117;ITEM-00117;27/03/2025;27/03/2025;C0016; Prime Glass ;Consumidor Final;V001; Ana Souza ;P0065;Vidro Temperado Fumê 8mm;Vidro Temperado;1;481.45;481.45;11.60%;R$ 55,84;425.61;devolvido parcial;NF-100117;02 - Link Glass;WhatsApp;Venda;Construshow;
PED-2025-00118;ITEM-00118;2025-09-16;25/09/2025;;Beta Constr.;Consumidor Final;V007;Gabriela Nunes;P0094;Vidro Laminado Verde 10mm;Vidro Laminado;7,0;892.58;6248.05;10.65;665.19;5582,86;FATURADO;NF-100118;03-DGlass;WhatsApp;Venda futura;Importação CSV;frete negociado
PED-2026-00119;ITEM-00119;16/04/2026;;C0037; Link Construções ;Arquitetura;V008;Henrique Martins;P0071;Perfil H 3m;Perfis de Alumínio;3,0;208.65;R$ 625,94;9.40;R$ 58,84;567,10;Pedido em Aberto;;02 - Link Glass;E-commerce;Reposição;Construshow;frete negociado
PED-2026-00120;ITEM-00120;22/04/2026;27/04/2026;C0010;Jardim Vidr.;construtora;V004;D. Rocha;P0106;Vidro Temperado Incolor 6mm;Vidro Temperado;1; 542.11 ;542.11;10.91;59.16;R$ 482,95;FATURADO;NF-100120;D-Glass;Key Account;Venda;ConstruShow;verificar comissão
PED-2025-00121;ITEM-00121;06/06/2025;14/06/2025;C0031;Estrela Box Ltda;Construtora;V002;B. Lima;P0009;Box Reto 180cm;Box Banheiro;1;1090.86; 1090.86 ;12.75;139.06;951.80;faturado;NF-100121;03-DGlass;Key Account;Reposição;ConstruShow;cliente pediu urgência
PED-2025-00122;ITEM-00122;04/03/2025;06/03/25;C0031;Estrela Box Ltda;Construtora;V002;BRUNO LIMA;P0095;Perfil U 6m;Perfis de Alumínio;3;131.78;395.34;6.61;R$ 26,14;369.20;faturado;NF-100122;1-NewGlass;Venda Interna;Venda;Construshow;frete negociado
PED-2025-00123;ITEM-00123;12/12/2025;16/12/2025;C0031; Estrela Box ;Construtora;V003;CARLA MENDES;P0102;Frete Especial 8;Serviços; 1 ;737.10;737,10;10.66;78.58;658.52;Pedido em Aberto;NF-100123;1-NewGlass;Key Account;Venda;Planilha manual;cliente pediu urgência
PED-2025-00124;ITEM-00124;03/04/2025;2025-04-06;C0037; Link Construções ;Arquitetura;V001;A. Souza;P0153;Suporte Modelo 334;Ferragens;12;57.72;692.67;14.69;101.78;0.00;Cancelado;NF-100124;01 - New Glass;Key Account;Venda;Importação CSV;cliente pediu urgência
PED-2026-00125;ITEM-00125;02/06/26;03-06-26;C0001;ALFA VIDROS;Revenda;V006;Felipe A.;P0031;Lapidação 3;Serviços;2;423.37;846.75;9.47%;80.19;766.56;Faturado ;NF-100125;03 - DGlass;Venda Interna;Venda;Importação CSV;devolução em análise
PED-2025-00126;ITEM-00126;29-03-25;10-04-25;C0003; Casa Sul Esquadrias ;Construtora;V005;E. Costa;P0146;Perfil H 4m;Perfis de Alumínio;2;163.19;326.38;;47.42;278,96;Dev. Parcial;NF-100126;01 - New Glass;Loja;Venda;Construshow;
PED-2025-00127;ITEM-00127;07/05/2025; 11/05/2025 ;C0039;NOBRE ENGENHARIA;Revenda;V004;Diego Rocha;P0137;Box Articulado 200cm;Box Banheiro;1;612.49;612.49;6.86;42.01;570.48;Dev. Total;NF-100127;01 - New Glass;Representante;Venda;ERP;
PED-2026-00128;ITEM-00128;12-01-26;15/01/2026;C0025;Ypê Constr.;Consumidor Final;V002;B. Lima;P0112;Perfil Porta 6m;Perfis de Alumínio;2,0; 47.99 ;95.98;10.34; 9.92 ;86.06;Dev. Parcial;NF-100128;02 - Link Glass;Representante;Venda;Construshow;devolução em análise
PED-2025-00129;ITEM-00129;31/02/2025;15-01-25;C0027;Araucária Vidr.;Revenda;V007;Gabriela Nunes;P0099;Vidro Laminado Verde 8mm;Vidro Laminado;2;570.24;1140.49;12,62;143.98;996.51;Faturado ;NF-100129;D-Glass;WhatsApp;Venda;ConstruShow;
PED-2026-00130;ITEM-00130;2026-01-06;2026-01-15;C0035; Imperial Obras ;Revenda;V007;G. Nunes;P0114;Vidro Laminado Verde 6mm;Vidro Laminado;1;R$ 523,19;523.19;7.89;41.28;R$ 481,91;Em aberto;NF-100130;02 - Link Glass;WhatsApp;Reposição;Importação CSV;cliente pediu urgência
PED-2026-00131;ITEM-00131;04-05-26;15/05/2026;C0035;Imperial Obras;Revenda;V001;Ana Souza;P0073;Perfil H 6m;Perfis de Alumínio;1;R$ 309,05;309.05;12.55; 38.78 ;R$ 270,27;Faturado;NF-100131;D-Glass;WhatsApp;Venda;Importação CSV;verificar comissão
PED-2025-00132;ITEM-00132;19/07/2025;2025-07-29;C0030;DGlass Parceiros;Franquia;V003;Carla Mendes;P0033;Box Articulado 190cm;Box Banheiro;4;1089.60;4358.41;7.39; 322.26 ;4036.15;Faturado ;NF-100132;02 - Link Glass;Loja;Venda;Importação CSV;verificar comissão
PED-2026-00133;ITEM-00133;10/06/2026;18/06/2026;C0040;Orion Decor Ltda;Franquia;V003;Carla M.;P0117;Roldana Modelo 923;Ferragens;1;46.48;46.48;8.20%;3.81;42.67;devolvido parcial;NF-100133;D-Glass;Key Account;Venda;ConstruShow;
PED-2026-00134;ITEM-00134;13/02/2026;;C0036;JBR Esquadrias;Representante;V004;Diego Rocha;P0073;Perfil H 6m;Perfis de Alumínio;6;247,23;1483.36;12.76; 189.29 ;1294.07;Em aberto;;03 - DGlass;Venda Interna;Venda;ConstruShow;verificar comissão
PED-2025-00135;ITEM-00135;21/02/2025;;C0032;FORTE ALUMÍNIO;Arquitetura;V001;A. Souza;P0150;Medição Técnica 5;Serviços;5;273.28;1366.41;14.54;198.62;1167.79;DEV TOTAL;NF-100135;03 - DGlass;E-commerce;Venda;ConstruShow;pedido refeito
PED-2025-00136;ITEM-00136;30/10/25;2025-11-01;C0025;Ypê Constr.;Consumidor Final;V002;BRUNO LIMA;P0116;Instalação 3;Serviços;N/D;210,58;421.17;0.54;R$ 2,27;418.90;Faturado;NF-100136;1-NewGlass;E-commerce;Venda;Importação CSV;cliente pediu urgência
PED-2025-00137;ITEM-00137;24-02-25;06/03/2025;C0016;Prime Glass Ltda;Consumidor Final;V007;Gabriela Nunes;P0095;PERFIL U 6M;Perfis de Alumínio;1;153.56;153.56;11.46;17.60;135.96;faturado;NF-100137;02 - Link Glass;E-commerce;Venda futura;Construshow;verificar comissão
PED-2025-00138;ITEM-00138;23/12/2025;29/12/25;C0026;Zeta Interiores;Arquitetura;V005;Elaine Costa;P0151;Vidro Laminado Acústico 10mm;Vidro Laminado;2;532.71;1065.42;11.18%;119.14;0.00;Cancel.;NF-100138;03-DGlass;Loja;Reposição;ConstruShow;pedido refeito
PED-2025-00139;ITEM-00139;10-09-25;;C0025;Ypê Construções;Consumidor Final;V005;Elaine Costa;P0105;Box Reto 190cm;Box Banheiro; 2 ;808.35;1616.71;11.91;192.57;1424.14;Em aberto;;D-Glass;Representante;Venda;Planilha manual;devolução em análise
PED-2025-00140;ITEM-00140;01/12/2025;;C0016;Prime Glass;Consumidor Final;V002;BRUNO LIMA;P0083;Box Frontal 180cm;Box Banheiro;2; 560.30 ;1120.61;7.91;88.60; 1032.01 ;ABERTO;;02 - Link Glass;Key Account;Venda;ERP;
PED-2025-00141;ITEM-00141;17/03/2025; 18/03/2025 ;C0008; Habitat Design ;Consumidor Final;V005;Elaine C.;P0064;Vidro Laminado Incolor 10mm;Vidro Laminado;1;994.88;994,88;15,62;155.44;839.44;Devolvido Parcial;NF-100141;03-DGlass;WhatsApp;Venda futura;Importação CSV;frete negociado
PED-2025-00142;ITEM-00142;14/09/2025; 19/09/2025 ;C0027; Araucária Vidros ;Revenda;V007;Gabi Nunes;P0025;Vidro Temperado Incolor 6mm;Vidro Temperado;1,0;283.18;283.18;;29.62;253.56;FATURADO;NF-100142;03-DGlass;Venda Interna;Venda;ConstruShow;
PED-2026-00143;ITEM-00143;15/04/2026;;C0012; Litoral Esquadrias ;Revenda;V008;HENRIQUE MARTINS;P0098;Perfil Porta 4m;Perfis de Alumínio;6;249.34;1496.05;12.61%;188.64;1307,41;pedido em aberto;;03 - DGlass;Venda Interna;Venda;ConstruShow;verificar comissão
PED-2026-00144;ITEM-00144; 07/03/2026 ;18/03/2026;C0011;Kappa Decor Ltda;Consumidor Final;V005;Elaine C.;P0073;Perfil H 6m;Perfis de Alumínio;4,0;340.70;1362.79;;188.34;1174.45;FATURADO;NF-100144;1-NewGlass;Representante;Venda;ERP;pedido refeito
PED-2025-00145;ITEM-00145;2025-09-24;24/09/2025;C0036;JBR Esquadrias;Representante;V007;Gabi Nunes;P0109;Espelho Prata 3mm;Espelhos;1;201.72;201.72;8.77;17.69;184.03;Devolvido Parcial;NF-100145;02 - Link Glass;Venda Interna;Venda;ConstruShow;pedido refeito
PED-2026-00146;ITEM-00146;2026-04-22;30/04/2026;C0037;Link Constr.;Arquitetura;V007;Gabriela Nunes;P0121;Suporte Modelo 623;Ferragens;6,0;172.29;1033.77;11.41;117.98;915.79;faturado;NF-100146;02 - Link Glass;WhatsApp;Venda;ConstruShow;devolução em análise
PED-2026-00147;ITEM-00147;13-02-26;16/02/2026;C0028;BARIGUI OBRAS;Construtora;V005;Elaine Costa;P0033;Box Articulado 190cm;Box Banheiro;1;1179.32;1179.32;11.53;135.99;R$ 1.043,33;Faturado ;NF-100147;02 - Link Glass;Loja;Venda;Planilha manual;
PED-2025-00148;ITEM-00148;05/07/2025;07/07/2025;C0002;Beta Construcões;Consumidor Final;V005;E. Costa;P0148;Vedação 18;Acessórios; 2 ;R$ 104,32;208.63;13.56;28.28;180.35;faturado;NF-100148;03 - DGlass;Loja;Venda;ERP;
PED-2025-00149;ITEM-00149;2025-09-29;06/10/2025;C0040;Orion Decor;Franquia;V001;ANA SOUZA;P0085;Medição Técnica 6;Serviços;5;688.64;3443.22;17.89;616,04;2827.18;devolvido total;NF-100149;D-Glass;Key Account;Venda;ERP;cliente pediu urgência
PED-2025-00150;ITEM-00150; 20/01/2025 ;28/01/2025;C0009;IDEAL BOX;Representante;V007;GABRIELA NUNES;P0067;Perfil Porta 3m;Perfis de Alumínio;2;271.71; 543.43 ;2.08;11.32;532.11;Faturado ;NF-100150;03 - DGlass;Venda Interna;Venda;ERP;pedido refeito
PED-2026-00151;ITEM-00151;29/05/2026;29/05/2026;C0023;Wall Glass Ltda;Consumidor Final;V006;F. Alves;P0136;Espelho Bronze 3mm;Espelhos;5;248,99;1244.97;5.97;74.27;1170.70;DEV PARCIAL;NF-100151;01 - New Glass;WhatsApp;Venda;ERP;frete negociado
PED-2025-00152;ITEM-00152;08/11/2025;2025-11-12;C0014;NOVA CASA;Consumidor Final;V008;Henrique M.;P0104;Frete Especial 9;Serviços;1;352.20;352.20;14.15;49.82;302.38;Faturado;NF-100152;02 - Link Glass;E-commerce;Venda;ConstruShow;
PED-2025-00153;ITEM-00153;19/03/2025;29/03/2025;C0023;Wall Glass;Consumidor Final;V004;D. Rocha;P0085;Medição Técnica 6;Serviços;3;485.29;1455.86;5.54;80.67;1375.19;Faturado ;NF-100153;D-Glass;Representante;Reposição;Importação CSV;
PED-2025-00154;ITEM-00154; 24/11/2025 ;29/11/2025;C0034;Horizonte Vidros Ltda;Arquitetura;V006;Felipe A.;P0049;Lapidação 8;Serviços;1;658.43;658.43;8.26%;R$ 54,37;604.06;Faturado ;NF-100154;D-Glass;Loja;Venda;Construshow;pedido refeito
PED-2026-00155;ITEM-00155;23-02-26;04-03-26;C0010;Jardim Vidros;Construtora;V002;Bruno Lima;P0069;Vidro Laminado Verde 6mm;Vidro Laminado;6;572.02;3432.12;7.48;256.68;3175,44;Devolvido Parcial;NF-100155;1-NewGlass;WhatsApp;Reposição;Construshow;devolução em análise
PED-2025-00156;ITEM-00156;12/06/25;;C0029;Curitiba Glass Ltda;Consumidor Final;V008;Henrique Martins;P0155;Dobradiça Modelo 363;Ferragens;5,0;256.37;1281.85;13,80;176.89;1104.96;Em aberto;;02 - Link Glass;Representante;Venda futura;ERP;pedido refeito
PED-2025-00157;ITEM-00157;31-08-25;10/09/2025;C0025;Ypê Construções;Consumidor Final;V004;DIEGO ROCHA;P0132;Lapidação 1;Serviços;3,0;438.45;1315.34;10.16;133.60;1181.74;Faturado ;NF-100157;03-DGlass;Key Account;Venda futura;Planilha manual;devolução em análise
PED-2025-00158;ITEM-00158;30-11-25;2025-12-03;C0014;NOVA CASA;Consumidor Final;V004;Diego R.;P0035;Vidro Temperado Fumê 6mm;Vidro Temperado;2;394.44;788.87;9.30;73,38;715.49;Faturado ;NF-100158;02 - Link Glass;WhatsApp;Venda;Planilha manual;pedido refeito
PED-2025-00159;ITEM-00159; 11/06/2025 ;13/06/2025;C0016; Prime Glass ;consumidor final;V001; Ana Souza ;P0135;PARAFUSO 11;Acessórios;1;111,15;111.15;12.04%;13.38;97,77;Faturado;NF-100159;03-DGlass;Venda Interna;Venda;Planilha manual;pedido refeito
PED-2025-00160;ITEM-00160;28/06/2025;30/06/2025;C0021;União Obras Ltda;Construtora;V006;F. Alves;P0028;Perfil H 2m;Perfis de Alumínio;4;164.46;657.86;12.11;79.68;578.18;Devolvido Total;NF-100160;03 - DGlass;WhatsApp;Venda futura;ERP;verificar comissão
PED-2025-00161;ITEM-00161;2025-08-13;16/08/2025;;DGlass Parceiros;Franquia;V002;Bruno L.;P0052;Silicone 14;Acessórios;2;75,58;151.15;9.88;14.94;136.21;Cancel.;NF-100161;02 - Link Glass;Key Account;Reposição;Construshow;verificar comissão
PED-2025-00162;ITEM-00162;20/08/2025;;C0039;Nobre Engenharia;Revenda;V003;CARLA MENDES;P0139;Dobradiça Modelo 773;Sem familia;2;247.85;495.71;14.89;73.84;421.87;Faturado;NF-100162;1-NewGlass;Key Account;Reposição;Importação CSV;verificar comissão
PED-2026-00163;ITEM-00163;16/02/2026;24/02/26;C0022;VIVA LAR;Representante;V007;Gabi Nunes;P0159;Frete Especial 2;Serviços;2; 113.03 ;226.05;10.63;24.03;R$ 202,02;FATURADO;NF-100163;02 - Link Glass;WhatsApp;Venda;ERP;pedido refeito
PED-2025-00164;ITEM-00164;02/11/2025;05-11-25;;Viva Lar;Representante;V008;Henrique M.;P0016;Vidro Laminado Verde 8mm;Vidro Laminado;1;275.75;275.75;;26.94;248.81;Faturado;NF-100164;1-NewGlass;E-commerce;Reposição;ConstruShow;cliente pediu urgência
PED-2025-00165;ITEM-00165;15/11/2025;27/11/2025;C0002;Beta Construcões;Consumidor Final;V005;Elaine Costa;P0038;Espelho Bisotê 3mm;Espelhos;1,0;193.06; 193.06 ;14.79%;28.55;164.51;Faturado;NF-100165;01 - New Glass;Loja;Venda futura;Construshow;pedido refeito
PED-2025-00166;ITEM-00166;04/06/2025;;C0020;Top Vidros;Consumidor Final;V005;E. Costa;P0101;Perfil Box 3m;Perfis de Alumínio;5;R$ 345,33;1726.65;16.53%;285.34; 1441.31 ;pedido em aberto;;1-NewGlass;Key Account;Venda;Planilha manual;
PED-2025-00167;ITEM-00167;08-11-25;12/11/2025;C0013;Matriz Construções Ltda;Arquitetura;V004;Diego Rocha;P0007;Medição Técnica 7;Serviços;1;375.84;375.84;13.25;49.78;326.06;Faturado ;NF-100167;03 - DGlass;Key Account;Venda;Construshow;
PED-2025-00168;ITEM-00168;30/09/2025;2025-10-01;C0010;Jardim Vidr.;Construtora;V006;F. Alves;P0038;Espelho Bisotê 3mm;Espelhos;1;113.53;R$ 113,53;3.70;4.20;109.33;faturado;NF-100168;02 - Link Glass;Venda Interna;Venda futura;Planilha manual;cliente pediu urgência
PED-2026-00169;ITEM-00169;13/06/2026;13/06/2026;C0021;União Obras Ltda;Construtora;V003;CARLA MENDES;P0111;Vidro Laminado Acústico 10mm;Vidro Laminado;4;337.56;1350.25;13.20;178.29;1171.96;faturado;NF-100169;1-NewGlass;Venda Interna;Reposição;Planilha manual;
PED-2025-00170;ITEM-00170;25/12/2025;05/01/2026;C0035;Imperial Obras;Revenda;V006;Felipe A.;P0160;Box Reto 200cm;Box Banheiro;1;1032.79;1032.79;8.93;92.19;940.60;FATURADO;NF-100170;1-NewGlass;WhatsApp;Venda;ERP;verificar comissão
PED-2025-00171;ITEM-00171;26/08/2025;27/08/2025;C0012;Litoral Esquadrias Ltda;Revenda;V001; Ana Souza ;P0135;Parafuso 11;Acessórios;4;112.87;R$ 451,50;18,29;82,56;368.94;Dev. Parcial;NF-100171;02 - Link Glass;Venda Interna;Venda futura;ERP;frete negociado
PED-2025-00172;ITEM-00172;11/06/2025;17/06/2025;C0032; Forte Alumínio ;Arquitetura;V008;Henrique Martins;P0095;Perfil U 6m;Perfis de Alumínio;5;154.03;770.14;12.45%;95.88;674.26;Faturado;NF-100172;02 - Link Glass;Loja;Venda;ConstruShow;verificar comissão
PED-2025-00173;ITEM-00173;07/01/2025;18-01-25;C0010;Jardim Vidr.;Construtora;V005;Elaine C.;P0016;Vidro Laminado Verde 8mm;Vidro Laminado;1;382.25;382.25;;22.88;359.37;FATURADO;NF-100173;03 - DGlass;WhatsApp;Venda;Importação CSV;
PED-2025-00174;ITEM-00174;24/12/25;;C0013;Matriz Constr.;Arquitetura;V005;Elaine C.;P0093;Medição Técnica 4;Serviços;1;732.86;732,86;9.37;68.63;664.23;devolvido total;NF-100174;D-Glass;WhatsApp;Venda futura;ConstruShow;pedido refeito
PED-2025-00175;ITEM-00175;13-08-25;24/08/2025;C0011;Kappa Decor;Consumidor Final;V001;ANA SOUZA;P0070;Perfil U 3m;Perfis de Alumínio;1;281.70;281.70;40.92%;R$ 115,26;166,44;Faturado ;NF-100175;03-DGlass;WhatsApp;Venda futura;Planilha manual;
PED-2025-00176;ITEM-00176;24-12-25;30/12/25;C0015;OMEGA REFORMAS;Construtora;V006;Felipe A.;P0036;Lapidação 4;Serviços;5;563.64;2818.19;8.27;233.07;2585.12;Faturado;NF-100176;03 - DGlass;E-commerce;Reposição;Importação CSV;pedido refeito
PED-2025-00177;ITEM-00177;19/05/2025;29-05-25;C0002;BETA CONSTRUÇÕES;Consumidor Final;V007;Gabriela Nunes;P0009;Box Reto 180cm;Box Banheiro;4,0;1004.11;4016.45;11.69;469,66;3546.79;faturado;NF-100177;D-Glass;Representante;Venda;Construshow;pedido refeito
PED-2026-00178;ITEM-00178;12/03/2026;17-03-26;C0037;Link Construções Ltda;Arquitetura;;BRUNO LIMA;P0037;Espelho Lapidado 3mm;Espelhos; 1 ;310,50;310.50;;23.98;286.52;Faturado;NF-100178;03-DGlass;Key Account;Venda;Construshow;pedido refeito
